NOMAD1,RAJ2000,DEJ2000,YM,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1251-0388880,299.4517083,35.1948972,YM,B,0.0,0.0,0.0,0.0,19.250,B,17.820,Y,16.780,B,14.900,14.144,14.007,
1252-0387009,299.4269972,35.2080722,YM,B,0.0,0.0,0.0,0.0,16.260,Y,16.190,Y,15.760,B,14.542,14.000,13.974,
1252-0387053,299.4350083,35.2138222,YM,B,0.0,0.0,0.0,0.0,15.580,B,15.650,Y,14.960,B,14.310,13.872,13.830,
1252-0387055,299.4350417,35.2151917,YM,Y,35.7,9.0,25.8,9.0,,,15.640,Y,,,16.085,15.087,15.369,
1252-0387060,299.4364922,35.2087561,YM,C,0.0,0.7,-0.6,0.7,10.980,T,10.869,T,10.810,B,10.500,10.495,10.472,
1252-0387109,299.4442067,35.2135536,YM,C,17.8,5.4,6.8,5.4,15.170,Y,15.120,Y,14.410,B,13.576,13.488,13.320,
1252-0387154,299.4526556,35.2041083,YM,B,0.0,0.0,0.0,0.0,18.260,B,17.970,Y,15.820,e,15.146,14.705,14.377,
1252-0387166,299.4546917,35.2014917,YM,B,0.0,0.0,0.0,0.0,19.290,B,17.770,Y,16.780,B,14.945,14.102,13.862,
1252-0387198,299.4609917,35.2084472,YM,B,2.0,4.0,-12.0,3.0,19.530,B,17.970,Y,16.540,B,13.721,12.705,12.364,
1251-0389276,299.5216472,35.1540472,YM,B,0.0,0.0,0.0,0.0,18.110,Y,17.790,Y,17.120,B,15.869,15.544,15.240,
1251-0389292,299.5237472,35.1676917,YM,B,0.0,0.0,0.0,0.0,18.110,Y,17.420,Y,16.880,B,14.788,14.231,14.057,
1251-0389293,299.5241417,35.1586500,YM,B,0.0,0.0,0.0,0.0,19.150,B,17.510,Y,16.700,B,13.826,12.992,12.733,
1251-0389294,299.5242111,35.1701889,YM,B,6.0,2.0,0.0,4.0,17.140,Y,16.940,Y,16.150,B,15.253,14.605,14.657,
1251-0389299,299.5258639,35.1493528,YM,B,0.0,0.0,0.0,0.0,19.260,B,17.390,Y,17.110,B,15.032,14.576,14.369,
1251-0389307,299.5272361,35.1736722,YM,B,0.0,0.0,0.0,0.0,16.870,Y,16.450,Y,16.550,B,14.836,14.493,14.490,
1251-0389320,299.5290519,35.1439167,YM,C,-4.5,5.4,-10.5,5.8,15.890,Y,15.440,Y,15.310,B,13.762,13.280,13.116,
1251-0389327,299.5311486,35.1368733,YM,C,0.7,5.4,0.7,5.6,15.990,Y,15.760,Y,15.670,B,14.070,13.665,13.587,
1251-0389333,299.5315528,35.1656639,YM,B,0.0,0.0,0.0,0.0,17.890,Y,17.200,Y,15.940,B,14.265,13.696,13.458,
1251-0389346,299.5357472,35.1666472,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.520,Y,16.680,B,14.502,13.910,13.666,
1251-0389356,299.5378083,35.1496083,YM,B,0.0,0.0,0.0,0.0,19.140,B,17.970,Y,17.120,B,14.817,14.265,14.086,
1251-0389360,299.5383417,35.1573000,YM,B,0.0,0.0,0.0,0.0,19.060,B,17.690,Y,16.150,B,13.173,12.271,11.970,
1251-0389373,299.5400389,35.1470694,YM,B,0.0,0.0,0.0,0.0,19.710,B,17.970,Y,16.490,B,13.432,12.474,12.119,
1251-0389381,299.5409472,35.1515111,YM,B,-2.0,4.0,4.0,1.0,20.170,B,16.810,Y,18.220,B,16.384,15.679,15.717,
1251-0389394,299.5439667,35.1633778,YM,Y,499.9,9.0,153.7,9.0,16.820,Y,17.250,Y,,,16.861,16.015,15.339,
1251-0389365,299.5385056,35.1886472,YM,Y,29.5,9.0,-31.5,9.0,17.400,Y,16.640,Y,,,12.965,12.096,11.810,
1251-0389374,299.5401617,35.1727969,YM,C,-1.1,3.7,-17.6,4.1,13.230,Y,13.090,Y,13.530,B,12.105,11.937,11.921,
1251-0389375,299.5402028,35.1775583,YM,B,0.0,0.0,0.0,0.0,19.930,B,17.100,Y,16.530,B,15.348,14.805,14.644,
1251-0389401,299.5457556,35.1730861,YM,B,-10.0,6.0,-8.0,1.0,19.030,B,17.970,Y,17.020,B,15.500,14.792,14.651,
1251-0389415,299.5487528,35.1773528,YM,B,0.0,0.0,0.0,0.0,19.080,B,17.640,Y,16.840,B,14.468,13.941,13.663,
1251-0389419,299.5495961,35.1692731,YM,C,1.8,5.6,-2.5,5.4,15.090,Y,14.870,Y,14.630,B,13.598,13.282,13.258,
1251-0389424,299.5508667,35.1616028,YM,B,0.0,0.0,0.0,0.0,17.540,Y,17.400,Y,16.480,B,15.311,14.676,14.596,
1251-0389439,299.5540250,35.1934833,YM,B,0.0,0.0,0.0,0.0,17.400,Y,16.560,Y,15.860,B,14.278,13.310,12.977,
1251-0389441,299.5540861,35.1867222,YM,B,0.0,0.0,0.0,0.0,19.670,B,17.970,Y,17.550,B,14.742,14.095,13.864,
1251-0389449,299.5553583,35.1669028,YM,B,0.0,0.0,0.0,0.0,19.570,B,17.510,Y,18.020,B,15.183,14.635,14.112,
1251-0389454,299.5559139,35.1698000,YM,B,0.0,0.0,0.0,0.0,16.910,Y,16.650,Y,16.290,B,14.875,14.304,14.333,
1251-0389455,299.5559556,35.1997667,YM,B,0.0,0.0,0.0,0.0,19.780,B,17.470,Y,17.120,B,14.519,13.608,13.275,
1251-0389466,299.5581000,35.1767500,YM,B,0.0,0.0,0.0,0.0,18.210,Y,17.530,Y,17.060,B,15.099,14.506,14.226,
1251-0389475,299.5599139,35.1851250,YM,B,0.0,0.0,0.0,0.0,17.080,Y,16.450,Y,15.630,B,14.646,14.015,13.819,
1251-0389125,299.4958417,35.1774750,YM,B,0.0,0.0,0.0,0.0,17.830,Y,17.610,Y,16.150,B,14.813,14.669,14.285,
1251-0389137,299.4974722,35.1884389,YM,B,0.0,0.0,0.0,0.0,17.760,Y,16.890,Y,15.440,B,12.766,11.898,11.590,
1251-0389146,299.4983456,35.1715064,YM,C,-5.6,5.4,-4.6,5.6,15.400,Y,15.050,Y,14.480,B,12.934,12.309,12.203,
1251-0389152,299.4997778,35.1849083,YM,B,0.0,0.0,0.0,0.0,17.680,Y,17.320,Y,16.320,B,15.351,14.932,14.737,
1251-0389156,299.5005111,35.1946500,YM,B,-10.0,1.0,-2.0,3.0,18.350,Y,16.970,Y,16.040,B,12.997,12.101,11.839,
1251-0389171,299.5024333,35.1791694,YM,B,0.0,0.0,0.0,0.0,16.530,Y,15.700,Y,15.640,B,14.240,13.859,13.737,
1251-0389175,299.5029222,35.1762278,YM,B,2.0,3.0,-8.0,0.0,19.010,B,17.870,Y,17.590,B,15.566,14.935,14.867,
1251-0389177,299.5030833,35.1678972,YM,B,0.0,0.0,0.0,0.0,18.110,B,17.120,Y,16.040,B,13.832,13.029,12.782,
1251-0389183,299.5040528,35.1814306,YM,B,0.0,0.0,0.0,0.0,17.950,Y,17.310,Y,15.730,B,14.846,14.298,14.117,
1251-0389185,299.5045528,35.1837250,YM,B,0.0,0.0,0.0,0.0,17.840,Y,16.820,Y,16.300,B,14.612,14.069,13.900,
1251-0389216,299.5103722,35.1992722,YM,Y,-408.0,9.0,24.1,9.0,,,16.460,Y,,,16.024,15.201,14.932,
1251-0389217,299.5106417,35.1727028,YM,B,0.0,0.0,0.0,0.0,18.710,B,17.410,Y,15.850,B,11.977,10.771,10.336,
1251-0389225,299.5125111,35.1861750,YM,B,0.0,0.0,0.0,0.0,16.930,Y,16.800,Y,16.620,B,15.042,14.502,14.471,
1251-0389236,299.5141667,35.1924833,YM,B,0.0,10.0,8.0,3.0,17.100,Y,15.450,Y,14.280,B,10.784,9.762,9.387,
1251-0389241,299.5154844,35.1679072,YM,C,7.8,5.4,-9.7,6.1,15.670,Y,15.400,Y,15.370,B,13.906,13.534,13.481,
1251-0389248,299.5163056,35.1746361,YM,B,0.0,0.0,0.0,0.0,19.630,B,17.730,Y,,,13.769,12.811,12.464,
1251-0389256,299.5178833,35.1710528,YM,B,-4.0,5.0,20.0,2.0,17.610,Y,17.250,Y,16.870,B,15.580,15.050,15.023,
1251-0389261,299.5194722,35.1795389,YM,B,0.0,0.0,0.0,0.0,19.530,B,17.970,Y,17.330,B,15.651,14.945,14.537,
1251-0389264,299.5198097,35.1747483,YM,C,9.2,5.4,-2.9,6.9,17.280,Y,15.970,Y,15.200,B,11.602,10.617,10.288,
1251-0389277,299.5216561,35.1719289,YM,C,3.9,7.8,-6.7,8.1,16.210,Y,15.750,Y,15.300,B,13.151,12.644,12.454,
1251-0389258,299.5183453,35.1967383,YM,C,2.6,5.5,-13.9,5.5,15.150,Y,14.750,Y,14.720,B,13.616,13.256,13.170,
1251-0389262,299.5196500,35.1956917,YM,B,0.0,0.0,0.0,0.0,,,17.970,Y,17.430,B,14.723,13.960,13.676,
1251-0389272,299.5211889,35.1998750,YM,B,0.0,0.0,0.0,0.0,17.250,Y,16.880,Y,15.940,B,15.246,14.587,14.438,
1251-0389325,299.5309389,35.1879194,YM,B,0.0,0.0,0.0,0.0,17.050,Y,16.120,Y,16.190,B,13.752,13.346,13.073,
1251-0389326,299.5310619,35.1944022,YM,C,-0.4,5.4,-14.1,5.4,14.490,Y,14.170,Y,14.790,B,13.302,13.004,13.014,
1251-0389330,299.5314528,35.1865222,YM,B,0.0,0.0,0.0,0.0,19.410,B,16.940,Y,16.710,B,14.003,12.962,12.634,
1251-0389334,299.5315917,35.1900111,YM,B,0.0,0.0,0.0,0.0,16.840,Y,17.020,Y,16.830,B,15.288,14.851,14.717,
1252-0387529,299.5156833,35.2038194,YM,B,-8.0,2.0,-10.0,1.0,16.660,Y,16.190,Y,16.070,B,14.589,14.131,14.101,
1252-0387552,299.5194167,35.2135361,YM,B,0.0,0.0,0.0,0.0,19.260,B,17.900,Y,17.520,B,15.470,14.682,14.739,
1252-0387563,299.5209833,35.2151667,YM,B,0.0,0.0,0.0,0.0,18.180,Y,17.180,Y,16.230,B,14.176,13.458,13.233,
1252-0387588,299.5264611,35.2196889,YM,B,0.0,0.0,0.0,0.0,19.490,B,17.970,Y,17.040,B,15.042,14.419,14.333,
1252-0387590,299.5266983,35.2074972,YM,C,-1.1,5.4,-9.4,7.3,17.130,Y,15.990,Y,15.600,B,12.223,11.376,11.112,
1252-0387630,299.5344389,35.2185806,YM,B,8.0,11.0,12.0,0.0,19.620,B,17.680,Y,17.960,B,15.957,15.355,15.157,
1252-0387666,299.5400933,35.2133919,YM,C,-11.4,5.4,-16.4,5.4,13.840,Y,13.740,Y,13.770,B,12.373,12.064,12.003,
1252-0387670,299.5406389,35.2092861,YM,B,0.0,0.0,0.0,0.0,15.880,Y,16.060,Y,16.030,B,14.641,14.240,14.195,
1252-0387673,299.5411500,35.2118194,YM,B,0.0,0.0,0.0,0.0,16.800,B,16.890,Y,15.930,B,14.507,14.105,13.913,
1252-0387687,299.5445111,35.2075583,YM,B,0.0,0.0,0.0,0.0,18.630,B,16.710,Y,15.670,B,10.848,9.554,9.125,
1252-0387711,299.5482083,35.2008694,YM,B,0.0,0.0,0.0,0.0,19.540,B,17.710,Y,17.420,B,15.291,14.682,14.548,
1252-0387719,299.5493194,35.2055278,YM,B,0.0,0.0,0.0,0.0,18.950,B,17.590,Y,15.670,B,13.045,12.012,11.641,
1251-0389536,299.5723806,35.1881667,YM,B,0.0,0.0,0.0,0.0,16.930,Y,16.440,Y,16.060,B,14.835,14.307,14.246,
1251-0389539,299.5724361,35.1943167,YM,B,0.0,0.0,0.0,0.0,15.630,Y,15.600,Y,15.230,B,14.067,13.612,13.539,
1251-0389587,299.5799303,35.1965647,YM,C,0.6,5.4,-13.7,6.1,14.970,Y,15.460,Y,15.280,B,14.074,13.681,13.560,
1251-0389589,299.5805278,35.1895722,YM,B,0.0,0.0,0.0,0.0,17.170,Y,17.630,Y,17.080,B,15.345,14.872,14.612,
1252-0387776,299.5614972,35.2016922,YM,C,-1.5,5.4,-7.6,5.4,15.680,Y,15.240,Y,15.360,B,13.968,13.640,13.465,
1252-0387811,299.5669472,35.2084528,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.630,Y,16.090,B,14.548,13.949,13.753,
1252-0387817,299.5678417,35.2073083,YM,B,0.0,0.0,0.0,0.0,18.000,B,17.590,Y,15.370,B,13.115,12.044,11.685,
1252-0387820,299.5687194,35.2063333,YM,B,0.0,0.0,0.0,0.0,18.010,Y,17.550,Y,15.940,B,15.529,14.881,14.586,
1252-0387877,299.5803000,35.2318639,YM,B,0.0,0.0,0.0,0.0,19.640,B,17.770,Y,16.770,B,13.545,12.484,12.127,
1252-0387906,299.5860611,35.2356528,YM,B,0.0,0.0,0.0,0.0,17.480,Y,16.120,Y,15.410,B,12.656,11.791,11.531,
1252-0387928,299.5901625,35.2168647,YM,C,4.9,0.9,-10.1,1.0,10.552,T,10.033,T,9.680,B,8.976,8.769,8.682,
1252-0387944,299.5925528,35.2358361,YM,B,0.0,0.0,0.0,0.0,19.110,B,17.510,Y,16.400,B,13.140,12.092,11.753,
1252-0387946,299.5928561,35.2291503,YM,C,0.7,5.4,-3.2,5.4,16.180,Y,15.420,Y,14.170,B,10.993,9.961,9.633,
1252-0387948,299.5942194,35.2261667,YM,B,0.0,0.0,0.0,0.0,17.950,B,17.240,Y,15.810,B,13.175,12.311,12.035,
1252-0387966,299.5975406,35.2422650,YM,C,5.6,5.7,6.3,5.4,15.330,Y,14.820,Y,14.620,B,13.058,12.779,12.607,
1252-0387967,299.5975975,35.2271053,YM,C,-3.4,6.6,-8.9,6.1,14.870,Y,14.650,Y,14.730,B,13.347,13.060,12.969,
1252-0387968,299.5976047,35.2342758,YM,C,4.9,7.1,-2.6,5.7,16.890,Y,16.160,Y,14.890,B,11.388,10.278,9.882,
1252-0387974,299.5985667,35.2454972,YM,B,0.0,0.0,0.0,0.0,19.220,B,17.950,Y,17.170,B,15.692,15.013,14.942,
1252-0387976,299.5986806,35.2224667,YM,B,0.0,0.0,0.0,0.0,18.360,B,17.600,Y,16.600,B,15.060,14.368,14.298,
1252-0387982,299.6003528,35.2193694,YM,B,0.0,0.0,0.0,0.0,,,16.440,Y,17.460,B,15.487,14.753,14.570,
1252-0387985,299.6010792,35.2333356,YM,C,-1.1,5.4,-6.4,5.4,13.960,Y,13.270,Y,12.580,B,10.533,9.914,9.735,
1252-0387986,299.6014972,35.2387806,YM,B,0.0,0.0,0.0,0.0,19.490,o,17.940,Y,17.600,B,16.344,15.512,15.032,
1252-0388019,299.6071083,35.2302500,YM,B,6.0,4.0,-8.0,1.0,18.950,B,17.160,Y,15.870,B,11.913,10.728,10.314,
1252-0388036,299.6100833,35.2241833,YM,B,0.0,0.0,0.0,0.0,,,16.610,Y,17.690,e,16.251,15.426,14.201,
1252-0388044,299.6114058,35.2313333,YM,C,7.5,5.4,-0.6,5.4,14.730,Y,14.530,Y,13.980,B,13.419,13.087,13.031,
1252-0387796,299.5647139,35.2174639,YM,B,0.0,0.0,0.0,0.0,19.360,B,17.610,Y,16.620,B,13.320,12.378,12.055,
1252-0387831,299.5702361,35.2256611,YM,C,-8.3,5.4,-2.6,5.5,14.910,Y,14.550,Y,14.690,B,13.152,12.822,12.680,
1252-0387751,299.5576389,35.2540306,YM,B,0.0,0.0,0.0,0.0,19.560,B,17.910,Y,17.740,B,15.971,15.471,15.218,
1252-0387785,299.5626750,35.2479556,YM,B,0.0,0.0,0.0,0.0,16.750,Y,16.170,Y,15.100,B,13.343,12.756,12.583,
1252-0387792,299.5639017,35.2519531,YM,C,8.9,5.5,-5.2,5.5,16.980,Y,15.330,Y,14.430,B,10.275,9.104,8.713,
1252-0387814,299.5670472,35.2556833,YM,B,0.0,0.0,0.0,0.0,17.580,Y,17.020,Y,16.530,B,14.986,14.455,14.260,
1252-0387815,299.5672528,35.2418806,YM,B,4.0,2.0,-4.0,0.0,18.220,Y,17.320,Y,16.240,B,13.438,12.614,12.321,
1252-0387826,299.5697944,35.2639667,YM,B,0.0,0.0,0.0,0.0,16.390,Y,15.670,Y,14.930,B,14.631,12.102,11.753,
1252-0387849,299.5749694,35.2384833,YM,B,6.0,6.0,-10.0,3.0,18.340,Y,17.860,Y,16.730,B,14.980,14.352,14.185,
1252-0387860,299.5771639,35.2298722,YM,B,0.0,5.0,-6.0,0.0,19.010,B,17.970,Y,17.190,B,15.288,14.798,14.416,
1252-0387868,299.5788500,35.2428556,YM,B,0.0,0.0,0.0,0.0,18.300,Y,17.060,Y,16.230,B,13.471,12.599,12.308,
1252-0387882,299.5813944,35.2509361,YM,B,0.0,0.0,0.0,0.0,18.640,B,17.280,Y,16.300,B,13.930,13.166,12.907,
1252-0387893,299.5829947,35.2565497,YM,C,-2.2,5.4,-2.5,5.4,14.130,Y,13.310,Y,12.720,B,10.140,9.444,9.249,
1252-0387958,299.5946972,35.2488000,YM,B,0.0,0.0,0.0,0.0,19.420,B,17.780,Y,16.620,B,13.266,12.353,11.984,
1251-0388994,299.4732333,35.1974361,YM,B,0.0,0.0,0.0,0.0,16.380,Y,15.830,Y,15.710,B,14.369,13.990,13.836,
1251-0389030,299.4792750,35.1908083,YM,B,0.0,0.0,0.0,0.0,18.250,Y,17.800,Y,17.010,B,15.151,14.576,14.323,
1251-0389053,299.4825556,35.1990833,YM,B,0.0,0.0,0.0,0.0,17.080,o,15.800,Y,14.350,B,11.032,9.935,9.583,
1251-0389059,299.4831417,35.1982667,YM,B,0.0,0.0,0.0,0.0,15.500,Y,15.260,Y,13.920,B,13.794,13.378,13.336,
1251-0389101,299.4905833,35.1870444,YM,B,0.0,0.0,0.0,0.0,18.920,B,17.520,Y,16.260,B,12.840,11.788,11.448,
1251-0389134,299.4970583,35.1982639,YM,B,-12.0,3.0,-18.0,2.0,17.990,Y,17.970,Y,16.060,B,14.884,14.275,14.089,
1252-0387235,299.4669472,35.2029028,YM,B,0.0,0.0,0.0,0.0,19.010,B,17.450,Y,16.720,B,14.381,13.679,13.420,
1252-0387264,299.4712417,35.2028222,YM,B,0.0,0.0,0.0,0.0,17.860,Y,17.460,Y,16.490,B,14.749,14.287,14.051,
1252-0387285,299.4753444,35.2087869,YM,C,-2.6,5.4,-4.1,6.1,16.200,Y,15.690,Y,15.290,B,14.289,13.908,13.770,
1252-0387313,299.4804778,35.2088111,YM,B,0.0,0.0,0.0,0.0,18.040,B,17.370,Y,15.440,B,14.202,13.462,13.210,
1252-0387319,299.4809694,35.2182806,YM,B,0.0,0.0,0.0,0.0,18.340,Y,17.090,Y,16.300,B,14.685,13.739,13.557,
1252-0387337,299.4830619,35.2142614,YM,C,-4.0,5.4,-11.4,5.4,15.390,Y,14.990,Y,14.750,B,13.755,13.395,13.326,
1252-0387455,299.5021972,35.2019000,YM,B,0.0,0.0,0.0,0.0,19.470,B,17.970,Y,17.470,B,15.220,14.586,14.480,
1252-0387413,299.4948306,35.2264444,YM,B,0.0,0.0,0.0,0.0,17.280,Y,16.890,Y,16.200,B,14.448,13.872,13.759,
1252-0387456,299.5024611,35.2158083,YM,B,0.0,0.0,0.0,0.0,18.120,Y,17.450,Y,16.620,B,14.859,14.356,14.191,
1252-0387461,299.5030011,35.2267822,YM,C,5.3,5.4,-4.5,6.2,15.200,Y,14.780,Y,14.990,B,13.521,13.168,13.072,
1252-0387468,299.5049778,35.2176944,YM,B,0.0,0.0,0.0,0.0,17.390,Y,17.260,Y,16.830,B,15.346,14.864,14.637,
1252-0387485,299.5084822,35.2333214,YM,C,-1.4,5.4,-6.4,5.7,15.350,Y,14.980,Y,14.880,B,13.331,12.793,12.737,
1252-0387492,299.5102306,35.2063889,YM,B,0.0,0.0,0.0,0.0,17.640,Y,16.900,Y,15.980,B,14.358,13.375,13.134,
1252-0387494,299.5102972,35.2144694,YM,B,0.0,0.0,0.0,0.0,16.560,Y,16.010,Y,15.870,B,13.676,13.268,13.064,
1252-0387508,299.5127389,35.2227306,YM,B,0.0,0.0,0.0,0.0,16.010,Y,16.750,Y,15.800,B,14.925,14.582,14.432,
1252-0387511,299.5128556,35.2339611,YM,B,0.0,0.0,0.0,0.0,17.220,Y,16.060,Y,16.810,B,14.753,14.121,13.891,
1252-0387513,299.5130044,35.2454458,YM,C,2.6,5.4,-17.8,5.5,14.950,Y,14.300,Y,14.170,B,12.720,12.442,12.292,
1252-0387519,299.5135678,35.2204906,YM,C,-5.3,5.4,-3.8,5.4,13.650,Y,13.060,Y,12.570,B,10.704,10.128,9.993,
1252-0387527,299.5153944,35.2363528,YM,B,0.0,0.0,0.0,0.0,17.300,Y,16.630,Y,16.420,B,14.407,13.933,13.782,
1252-0387560,299.5203750,35.2314611,YM,B,0.0,0.0,0.0,0.0,19.010,B,17.420,Y,16.990,B,15.403,14.894,14.776,
1252-0387574,299.5232944,35.2296528,YM,B,0.0,0.0,0.0,0.0,17.090,Y,16.300,Y,16.250,B,14.423,14.032,13.856,
1252-0387603,299.5290028,35.2252944,YM,B,0.0,0.0,0.0,0.0,19.070,B,17.200,Y,16.760,B,13.835,12.961,12.651,
1252-0387157,299.4531111,35.2306583,YM,B,0.0,0.0,0.0,0.0,18.410,B,16.780,Y,15.610,B,12.240,11.067,10.657,
1252-0387161,299.4536639,35.2242556,YM,B,0.0,0.0,0.0,0.0,17.950,Y,16.760,Y,16.370,B,14.993,14.592,14.458,
1252-0387164,299.4543500,35.2164361,YM,B,0.0,0.0,0.0,0.0,17.410,Y,16.780,Y,16.250,B,14.611,14.162,13.955,
1252-0387167,299.4550889,35.2346833,YM,B,0.0,0.0,0.0,0.0,17.760,Y,17.110,Y,16.080,B,13.622,12.771,12.532,
1252-0387196,299.4608167,35.2402167,YM,B,0.0,0.0,0.0,0.0,18.180,Y,17.560,Y,16.190,B,15.330,15.060,14.397,
1252-0387202,299.4614294,35.2378422,YM,C,-7.2,5.4,-9.2,5.5,16.500,Y,15.880,Y,15.320,B,12.876,12.104,11.868,
1252-0387203,299.4614500,35.2336306,YM,B,0.0,0.0,0.0,0.0,18.800,B,17.320,Y,16.260,B,13.961,13.131,12.898,
1252-0387219,299.4637225,35.2224569,YM,C,-4.8,5.4,-26.0,5.4,16.310,Y,15.810,Y,15.490,B,14.474,14.008,13.873,
1252-0387223,299.4649778,35.2401306,YM,B,0.0,0.0,0.0,0.0,17.560,Y,16.260,Y,15.710,B,13.051,12.199,11.939,
1252-0387224,299.4651000,35.2312556,YM,B,0.0,0.0,0.0,0.0,19.270,B,17.610,Y,16.520,B,14.009,13.119,12.832,
1252-0387225,299.4652028,35.2094250,YM,B,0.0,0.0,0.0,0.0,19.130,B,17.760,Y,16.470,B,14.303,13.529,13.224,
1252-0387228,299.4657444,35.2189444,YM,B,0.0,0.0,0.0,0.0,18.210,Y,17.200,Y,16.790,B,14.666,14.069,13.926,
1252-0387243,299.4682000,35.2467500,YM,B,0.0,0.0,0.0,0.0,18.600,B,17.340,Y,16.460,B,15.263,14.935,14.500,
1252-0387277,299.4731778,35.2319028,YM,B,0.0,0.0,0.0,0.0,16.720,Y,16.720,Y,,,15.195,14.609,14.548,
1252-0387282,299.4741972,35.2324389,YM,Y,3.4,9.0,-11.2,9.0,18.080,Y,17.020,Y,,,13.893,13.115,12.856,
1252-0387292,299.4763669,35.2230583,YM,C,8.7,5.7,-6.1,5.5,17.180,Y,15.930,Y,15.230,B,12.765,12.107,11.853,
1252-0387293,299.4764083,35.2374583,YM,B,0.0,0.0,0.0,0.0,18.890,B,17.690,Y,16.710,B,15.930,15.230,15.208,
1252-0387294,299.4765472,35.2288361,YM,B,0.0,0.0,0.0,0.0,17.990,Y,17.220,Y,16.260,B,14.728,14.269,14.109,
1252-0387334,299.4827111,35.2255417,YM,B,2.0,3.0,2.0,0.0,17.250,Y,16.590,Y,15.610,B,14.365,13.773,13.621,
1252-0387262,299.4710111,35.2516111,YM,B,0.0,0.0,0.0,0.0,18.050,Y,17.430,Y,16.660,B,15.429,14.992,14.596,
1252-0387265,299.4713417,35.2506889,YM,B,0.0,2.0,58.0,10.0,18.160,B,17.320,Y,16.300,B,14.343,13.737,13.586,
1252-0387269,299.4722083,35.2540000,YM,B,0.0,0.0,0.0,0.0,17.390,Y,16.700,Y,14.360,B,14.512,14.359,14.266,
1252-0387275,299.4725889,35.2527583,YM,B,0.0,0.0,0.0,0.0,17.580,Y,17.770,Y,15.460,B,14.454,13.792,13.576,
1252-0387290,299.4760528,35.2488917,YM,B,0.0,0.0,0.0,0.0,18.470,B,16.720,Y,15.320,B,11.797,10.599,10.194,
1252-0387309,299.4799694,35.2398167,YM,B,0.0,0.0,0.0,0.0,16.690,Y,16.080,Y,15.620,B,14.643,14.144,14.038,
1252-0387326,299.4820028,35.2330528,YM,B,0.0,0.0,0.0,0.0,17.550,Y,16.750,Y,15.730,B,13.092,12.249,11.951,
1252-0387332,299.4826750,35.2502528,YM,B,-8.0,2.0,-2.0,2.0,18.350,o,17.420,Y,17.310,e,15.865,15.457,15.147,
1252-0387357,299.4859667,35.2468667,YM,B,0.0,0.0,0.0,0.0,18.880,B,17.630,Y,16.910,B,15.942,15.252,15.178,
1252-0387369,299.4880278,35.2380028,YM,B,0.0,0.0,0.0,0.0,17.180,o,16.230,Y,,,13.960,13.230,13.086,
1252-0387373,299.4884083,35.2389250,YM,Y,15.5,9.0,-12.4,9.0,16.800,Y,17.970,Y,,,14.978,14.090,13.843,
1252-0387381,299.4893917,35.2364611,YM,B,0.0,0.0,0.0,0.0,17.670,Y,16.910,Y,16.040,B,14.757,14.257,14.128,
1252-0387390,299.4909917,35.2408722,YM,B,0.0,0.0,0.0,0.0,16.160,Y,16.140,Y,15.130,B,14.592,14.119,14.066,
1252-0387391,299.4911111,35.2570389,YM,B,0.0,0.0,0.0,0.0,17.750,Y,17.370,Y,16.160,B,15.282,14.775,14.548,
1252-0387404,299.4927333,35.2635389,YM,B,0.0,0.0,0.0,0.0,17.990,Y,17.820,Y,16.460,B,15.307,14.884,14.742,
1252-0387419,299.4962000,35.2456611,YM,B,0.0,0.0,0.0,0.0,17.870,Y,15.790,Y,16.820,B,15.653,14.962,14.753,
1252-0387420,299.4963539,35.2390167,YM,C,-6.8,0.7,-6.1,1.4,13.150,Y,12.790,Y,11.970,B,11.365,11.129,11.098,
1252-0387422,299.4966425,35.2593614,YM,C,15.1,5.4,-11.8,5.4,16.770,Y,15.010,Y,14.380,B,11.204,10.273,9.979,
1252-0387460,299.5029611,35.2451083,YM,B,0.0,0.0,0.0,0.0,17.910,Y,17.590,Y,16.790,B,15.039,14.630,14.416,
1252-0387465,299.5044778,35.2514778,YM,B,0.0,0.0,0.0,0.0,16.820,Y,16.450,Y,15.660,B,13.983,13.500,13.346,
1252-0387499,299.5112183,35.2509200,YM,C,-15.5,5.4,-1.7,5.8,16.750,Y,15.750,Y,14.730,B,11.976,11.163,10.887,
1252-0387548,299.5190083,35.2567667,YM,B,0.0,0.0,0.0,0.0,17.250,Y,16.340,Y,15.940,B,13.047,12.236,11.996,
1252-0387572,299.5229444,35.2580361,YM,B,0.0,0.0,0.0,0.0,16.710,Y,16.090,Y,15.790,B,14.560,14.023,13.926,
1252-0387592,299.5270972,35.2586083,YM,B,0.0,0.0,0.0,0.0,17.610,Y,17.350,Y,17.140,B,15.051,14.420,14.160,
1252-0387594,299.5273333,35.2545972,YM,B,0.0,0.0,0.0,0.0,17.440,Y,16.570,Y,16.790,B,15.202,14.791,14.580,
1252-0387596,299.5274694,35.2670833,YM,B,0.0,0.0,0.0,0.0,17.910,Y,17.490,Y,17.440,B,15.724,15.375,15.164,
1252-0387600,299.5285472,35.2394722,YM,B,0.0,0.0,0.0,0.0,17.500,Y,17.430,Y,16.720,B,14.923,14.323,14.090,
